Employee ID,Performance Score,Current Employee Rating,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost
1910,Fully Meets,3,12-Oct-22,Customer Service,Internal,Passed,5,614.4
1911,Fully Meets,3,12-Nov-22,Communication Skills,External,Passed,5,333.08
1912,Fully Meets,3,26-Mar-23,Leadership Development,External,Completed,1,718.38
1913,Fully Meets,3,02-Feb-23,Project Management,External,Failed,3,195.29
1914,Fully Meets,3,11-Jan-23,Leadership Development,External,Passed,2,113.43
1917,Fully Meets,3,24-Jan-23,Customer Service,Internal,Incomplete,3,419.83
1918,Fully Meets,3,03-Aug-23,Communication Skills,Internal,Incomplete,2,226.7
1919,Fully Meets,3,18-Jun-23,Leadership Development,External,Failed,1,583.76
1920,Fully Meets,3,04-Apr-23,Customer Service,Internal,Failed,3,646.65
1921,Fully Meets,3,28-May-23,Technical Skills,External,Incomplete,2,813.17
1922,Fully Meets,3,14-Nov-22,Technical Skills,External,Passed,3,636.38
1923,Fully Meets,3,17-Nov-22,Project Management,External,Failed,3,868.74
1924,Fully Meets,3,14-Jul-23,Customer Service,External,Failed,4,250.41
1925,Fully Meets,3,12-May-23,Communication Skills,Internal,Completed,3,882.06
1926,Fully Meets,3,30-Jun-23,Leadership Development,Internal,Passed,1,350.88
1927,Fully Meets,3,23-Feb-23,Leadership Development,External,Completed,5,571.81
1928,Fully Meets,3,23-Feb-23,Communication Skills,Internal,Failed,3,900.89
1929,Fully Meets,3,04-Aug-23,Customer Service,Internal,Failed,3,312.56
1930,Fully Meets,3,30-Jun-23,Project Management,External,Incomplete,5,533.56
1931,Fully Meets,3,14-May-23,Leadership Development,Internal,Failed,5,381.36
1932,Fully Meets,3,19-Mar-23,Customer Service,Internal,Failed,2,754.08
1933,Fully Meets,3,17-Oct-22,Customer Service,Internal,Incomplete,5,837.19
1934,Fully Meets,3,08-May-23,Leadership Development,External,Incomplete,2,993.7
1935,Fully Meets,3,16-Sep-22,Customer Service,Internal,Completed,2,505.4
1936,Fully Meets,3,21-Aug-22,Leadership Development,External,Failed,5,567.55
1937,Fully Meets,3,08-May-23,Leadership Development,External,Completed,4,774.74
1938,Fully Meets,3,24-Aug-22,Communication Skills,External,Passed,5,316.61
1939,Fully Meets,3,27-Oct-22,Communication Skills,External,Completed,3,531.73
1940,Fully Meets,3,16-Jan-23,Communication Skills,External,Failed,2,342.26
1941,Fully Meets,3,04-Feb-23,Leadership Development,External,Failed,3,158.79
1942,Fully Meets,3,15-Apr-23,Customer Service,Internal,Completed,3,250.51
1943,Fully Meets,3,13-May-23,Technical Skills,Internal,Passed,3,453.4
1944,Fully Meets,3,26-Oct-22,Technical Skills,External,Completed,5,742.31
1945,Fully Meets,3,12-Jan-23,Customer Service,External,Passed,5,341.94
1946,Fully Meets,3,30-Aug-22,Customer Service,Internal,Completed,1,967.18
1947,Fully Meets,3,14-Nov-22,Communication Skills,External,Failed,3,147.4
1948,Fully Meets,3,23-May-23,Project Management,External,Failed,4,884.26
1949,Fully Meets,3,28-Apr-23,Customer Service,Internal,Incomplete,5,592.96
1950,Fully Meets,3,21-Feb-23,Project Management,External,Passed,2,801.28
1951,Fully Meets,3,29-Apr-23,Leadership Development,Internal,Incomplete,2,717.95
1952,Fully Meets,3,05-Mar-23,Leadership Development,Internal,Passed,1,846.22
1953,Fully Meets,3,13-Aug-22,Leadership Development,External,Passed,4,275.62
1954,Fully Meets,3,14-Aug-22,Customer Service,External,Passed,5,837.05
1955,Fully Meets,3,22-Jul-23,Leadership Development,Internal,Incomplete,3,202.35
1956,Fully Meets,3,05-Jun-23,Communication Skills,External,Passed,4,590.97
1957,Fully Meets,3,14-Apr-23,Customer Service,External,Failed,5,744.55
1958,Fully Meets,3,23-May-23,Communication Skills,Internal,Incomplete,2,141.91
1959,Fully Meets,3,13-Sep-22,Project Management,External,Completed,2,883.34
1960,Fully Meets,3,28-Apr-23,Leadership Development,Internal,Passed,4,176.82
1961,Fully Meets,3,25-Apr-23,Customer Service,External,Failed,1,767.22
1962,Fully Meets,3,02-Oct-22,Leadership Development,External,Completed,5,555.6
1963,Fully Meets,3,13-Jun-23,Technical Skills,Internal,Incomplete,2,316.03
1964,Fully Meets,3,22-May-23,Customer Service,Internal,Failed,1,540.96
1965,Fully Meets,3,16-Oct-22,Leadership Development,External,Failed,3,444.23
1966,Fully Meets,3,19-May-23,Communication Skills,Internal,Failed,5,497.54
1967,Fully Meets,3,23-Jul-23,Customer Service,Internal,Incomplete,4,300.95
1968,Fully Meets,3,25-Nov-22,Customer Service,Internal,Incomplete,2,283.06
1970,Fully Meets,3,27-Mar-23,Leadership Development,External,Failed,1,398.23
1971,Fully Meets,3,20-Dec-22,Leadership Development,External,Incomplete,1,331.8
1972,Fully Meets,3,26-Apr-23,Leadership Development,External,Incomplete,4,349.48
1973,Fully Meets,3,01-Apr-23,Communication Skills,External,Failed,1,596.48
1974,Fully Meets,3,08-Oct-22,Project Management,Internal,Incomplete,2,677.45
1975,Fully Meets,3,12-Mar-23,Customer Service,Internal,Failed,5,664.61
1976,Fully Meets,3,16-Nov-22,Communication Skills,External,Completed,5,405.13
1977,Fully Meets,3,26-May-23,Leadership Development,Internal,Incomplete,5,781.27
1978,Fully Meets,3,18-Jan-23,Leadership Development,Internal,Failed,5,983.61
1979,Fully Meets,3,19-May-23,Communication Skills,Internal,Failed,1,656.46
1980,Fully Meets,3,25-Mar-23,Project Management,External,Failed,1,446.07
1981,Fully Meets,3,10-Aug-22,Leadership Development,Internal,Passed,1,676.42
1982,Fully Meets,3,29-Jan-23,Leadership Development,Internal,Passed,5,861.83
1983,Fully Meets,3,28-Dec-22,Customer Service,Internal,Failed,5,769.23
1984,Fully Meets,3,18-Aug-22,Leadership Development,Internal,Failed,4,983.02
1985,Fully Meets,3,28-Sep-22,Communication Skills,Internal,Incomplete,3,474.95
1986,Fully Meets,3,21-Feb-23,Communication Skills,Internal,Failed,3,800.81
1987,Fully Meets,3,27-Jun-23,Communication Skills,Internal,Failed,2,844.93
1988,Fully Meets,3,18-May-23,Project Management,External,Completed,4,903.8
1989,Fully Meets,3,04-Dec-22,Leadership Development,External,Incomplete,4,329.3
1990,Fully Meets,3,18-Sep-22,Leadership Development,Internal,Incomplete,1,332.51
1991,Fully Meets,3,24-Jan-23,Technical Skills,External,Failed,2,643.63
1992,Fully Meets,3,11-Sep-22,Communication Skills,Internal,Failed,2,827.05
1993,Fully Meets,3,02-May-23,Customer Service,External,Failed,3,995.42
1994,Fully Meets,3,20-Apr-23,Technical Skills,External,Passed,4,360.61
1995,Fully Meets,3,23-Aug-22,Communication Skills,External,Passed,3,658.54
1996,Fully Meets,3,16-Dec-22,Communication Skills,Internal,Failed,5,250.11
1997,Fully Meets,3,29-Apr-23,Project Management,Internal,Failed,4,819.65
1998,Fully Meets,3,01-Dec-22,Technical Skills,Internal,Completed,2,186.77
1999,Fully Meets,3,08-May-23,Technical Skills,External,Passed,4,633.67
2000,Fully Meets,3,20-Mar-23,Technical Skills,Internal,Incomplete,3,236.34
2001,Fully Meets,3,04-May-23,Leadership Development,Internal,Incomplete,4,504.62
2002,Fully Meets,3,26-Oct-22,Project Management,External,Incomplete,1,217.86
2003,Fully Meets,3,12-Dec-22,Technical Skills,External,Completed,4,148.97
2004,Fully Meets,3,27-Feb-23,Leadership Development,Internal,Completed,1,628.83
2005,Fully Meets,3,22-Apr-23,Leadership Development,Internal,Completed,2,458.78
2006,Fully Meets,3,22-Dec-22,Communication Skills,External,Completed,2,892.65
2007,Fully Meets,3,28-Feb-23,Communication Skills,External,Passed,1,211.17
2008,Fully Meets,3,24-Oct-22,Project Management,External,Passed,2,478.95
2009,Fully Meets,3,20-Jan-23,Customer Service,Internal,Incomplete,1,319.94
2010,Fully Meets,3,22-Aug-22,Communication Skills,Internal,Passed,2,601.66
2011,Fully Meets,3,30-Apr-23,Leadership Development,Internal,Completed,1,999.96
2012,Fully Meets,3,18-Sep-22,Communication Skills,External,Incomplete,2,138.67
2013,Fully Meets,3,21-Feb-23,Leadership Development,External,Failed,2,962.76
2014,Fully Meets,3,02-Mar-23,Technical Skills,External,Incomplete,4,106.88
2015,Fully Meets,3,30-Sep-22,Leadership Development,Internal,Passed,1,561.89
2016,Fully Meets,3,13-Sep-22,Technical Skills,Internal,Incomplete,5,775.52
2017,Fully Meets,3,03-Dec-22,Communication Skills,External,Incomplete,4,397.01
2018,Fully Meets,3,21-Aug-22,Customer Service,External,Incomplete,5,739.74
2019,Fully Meets,3,06-Oct-22,Technical Skills,External,Completed,2,789.2
2020,Fully Meets,3,18-Aug-22,Leadership Development,Internal,Failed,3,428.51
2021,Fully Meets,3,29-Apr-23,Project Management,External,Incomplete,4,646.72
2022,Fully Meets,3,09-Oct-22,Leadership Development,External,Incomplete,3,742.84
2023,Fully Meets,3,25-Nov-22,Communication Skills,External,Incomplete,2,894.92
2024,Fully Meets,3,11-Jun-23,Communication Skills,External,Failed,1,222.56
2025,Fully Meets,3,17-Jan-23,Technical Skills,Internal,Passed,2,699.76
2026,Fully Meets,3,08-Aug-22,Project Management,External,Incomplete,3,124.93
2027,Fully Meets,3,08-Aug-22,Technical Skills,External,Incomplete,5,664.12
2028,Fully Meets,3,18-Feb-23,Project Management,External,Passed,2,862.82
2029,Fully Meets,3,14-Nov-22,Project Management,External,Passed,1,813.01
2030,Fully Meets,3,28-Jul-23,Communication Skills,External,Incomplete,4,349.75
2031,Fully Meets,3,25-Jul-23,Technical Skills,External,Failed,1,244.5
2032,Fully Meets,3,21-Nov-22,Customer Service,Internal,Completed,3,873.52
2033,Fully Meets,3,11-Mar-23,Leadership Development,External,Passed,1,358.65
2034,Fully Meets,3,20-Jan-23,Technical Skills,Internal,Passed,1,632.33
2035,Fully Meets,3,17-Feb-23,Customer Service,External,Failed,2,565.81
2036,Fully Meets,3,24-Sep-22,Communication Skills,Internal,Completed,3,849.04
2037,Fully Meets,3,16-Jul-23,Leadership Development,Internal,Failed,1,519.43
2039,Fully Meets,3,24-May-23,Customer Service,External,Incomplete,1,738.69
2041,Fully Meets,3,25-Sep-22,Technical Skills,External,Completed,5,970.6
2042,Fully Meets,3,14-Feb-23,Customer Service,External,Passed,1,651.4
2043,Fully Meets,3,08-Oct-22,Project Management,Internal,Passed,5,809.68
2044,Fully Meets,3,05-Aug-23,Customer Service,External,Passed,5,570.91
2045,Fully Meets,3,04-May-23,Customer Service,Internal,Incomplete,1,852.72
2046,Fully Meets,3,25-Dec-22,Technical Skills,Internal,Incomplete,1,787.98
2047,Fully Meets,3,15-Aug-22,Technical Skills,Internal,Failed,1,942.72
2048,Fully Meets,3,02-Nov-22,Customer Service,External,Failed,2,626.4
2049,Fully Meets,3,28-Mar-23,Project Management,Internal,Failed,4,765.68
2050,Fully Meets,3,13-Dec-22,Communication Skills,Internal,Completed,3,904.54
2051,Fully Meets,3,17-Mar-23,Project Management,Internal,Incomplete,2,761.28
2052,Fully Meets,3,06-Nov-22,Project Management,Internal,Completed,4,507.49
2053,Fully Meets,3,13-May-23,Leadership Development,Internal,Incomplete,5,862.9
2054,Fully Meets,3,06-Jun-23,Leadership Development,Internal,Incomplete,4,528.18
2055,Fully Meets,3,08-Nov-22,Technical Skills,External,Passed,2,805.7
2056,Fully Meets,3,02-Feb-23,Technical Skills,External,Failed,1,190.55
2057,Fully Meets,3,01-Jan-23,Customer Service,Internal,Failed,3,605.36
2058,Fully Meets,3,31-Dec-22,Customer Service,Internal,Passed,1,338.16
2059,Fully Meets,3,06-May-23,Customer Service,External,Completed,3,969.03
2060,Fully Meets,3,23-Jul-23,Project Management,External,Failed,3,442.39
2061,Fully Meets,3,15-Mar-23,Technical Skills,External,Incomplete,1,952.69
2062,Fully Meets,3,20-May-23,Project Management,External,Passed,1,842.36
2063,Fully Meets,3,01-Jan-23,Technical Skills,External,Failed,5,333.78
2064,Fully Meets,3,10-Sep-22,Technical Skills,Internal,Passed,2,343.22
2065,Fully Meets,3,15-May-23,Leadership Development,Internal,Failed,1,283.86
2066,Fully Meets,3,03-Sep-22,Customer Service,Internal,Passed,5,107.29
2067,Fully Meets,3,10-May-23,Leadership Development,External,Failed,4,320.87
2068,Fully Meets,3,03-Feb-23,Leadership Development,Internal,Incomplete,3,670.68
2069,Fully Meets,3,10-May-23,Communication Skills,External,Incomplete,3,685.62
2070,Fully Meets,3,12-Apr-23,Technical Skills,Internal,Completed,5,842.88
2071,Fully Meets,3,09-Feb-23,Technical Skills,Internal,Incomplete,5,735.7
2072,Fully Meets,3,17-Jun-23,Customer Service,Internal,Passed,5,974.31
2073,Fully Meets,3,03-Aug-23,Project Management,Internal,Incomplete,3,760.53
2074,Fully Meets,3,20-Sep-22,Project Management,Internal,Passed,5,640.97
2075,Fully Meets,3,27-Oct-22,Customer Service,External,Incomplete,5,807.49
2076,Fully Meets,3,08-Nov-22,Communication Skills,Internal,Completed,3,350.22
2077,Fully Meets,3,07-Apr-23,Communication Skills,Internal,Completed,4,447.67
2078,Fully Meets,3,07-Aug-22,Communication Skills,Internal,Incomplete,5,737.61
2079,Fully Meets,3,15-Jan-23,Leadership Development,External,Completed,4,444.96
2080,Fully Meets,3,09-Jun-23,Project Management,External,Failed,1,605.05
2081,Fully Meets,3,14-May-23,Customer Service,External,Failed,4,744.4
2082,Fully Meets,3,09-Aug-22,Customer Service,External,Incomplete,1,230.77
2083,Fully Meets,3,21-Dec-22,Project Management,External,Incomplete,5,569.44
2084,Fully Meets,3,02-Feb-23,Project Management,External,Passed,1,677.67
2085,Fully Meets,3,29-Mar-23,Project Management,External,Incomplete,1,963.42
2086,Fully Meets,3,03-Apr-23,Communication Skills,External,Completed,3,488.66
2087,Fully Meets,3,02-Apr-23,Leadership Development,Internal,Completed,3,450.94
2088,Fully Meets,3,09-Feb-23,Communication Skills,External,Completed,3,407.99
2089,Fully Meets,3,04-Jan-23,Communication Skills,Internal,Completed,2,423.31
2090,Fully Meets,3,23-Oct-22,Leadership Development,Internal,Incomplete,1,189.64
2091,Fully Meets,3,20-Jul-23,Leadership Development,Internal,Incomplete,3,102.77
2092,Fully Meets,3,13-Mar-23,Communication Skills,External,Completed,5,246.13
2093,Fully Meets,3,23-Apr-23,Leadership Development,External,Failed,5,628.62
2094,Fully Meets,3,11-Mar-23,Leadership Development,Internal,Passed,4,739.32
2095,Fully Meets,3,14-Nov-22,Leadership Development,Internal,Passed,3,773.16
2096,Fully Meets,3,25-Apr-23,Communication Skills,External,Completed,3,838.65
2097,PIP,2,26-Nov-22,Technical Skills,External,Incomplete,3,426.55
2098,PIP,5,25-Sep-22,Project Management,External,Incomplete,2,254.35
2099,PIP,4,28-Feb-23,Customer Service,External,Completed,2,829.08
2100,Exceeds,4,29-Apr-23,Communication Skills,External,Incomplete,2,710.31
2101,PIP,5,29-Jun-23,Leadership Development,External,Completed,1,751.81
2102,Exceeds,2,04-May-23,Communication Skills,Internal,Passed,1,598.51
2103,Exceeds,5,06-Sep-22,Technical Skills,Internal,Incomplete,3,958.29
2104,Exceeds,2,14-Oct-22,Technical Skills,External,Completed,5,200.34
2105,Needs Improvement,4,10-Nov-22,Technical Skills,External,Completed,3,365.03
2106,Exceeds,2,15-Jul-23,Customer Service,Internal,Passed,4,782.43
2107,Exceeds,1,05-Mar-23,Communication Skills,External,Passed,1,668.91
2108,Needs Improvement,2,05-Sep-22,Customer Service,Internal,Completed,5,804.37
2109,Exceeds,5,18-Apr-23,Project Management,External,Failed,3,869.94
2110,Exceeds,4,30-Dec-22,Communication Skills,Internal,Passed,4,399.55
2111,Needs Improvement,5,17-Nov-22,Customer Service,Internal,Passed,4,470.24
2112,Exceeds,4,17-Sep-22,Customer Service,External,Failed,2,157.04
2113,Exceeds,2,18-Aug-22,Project Management,Internal,Passed,2,394.54
2114,Exceeds,4,26-Feb-23,Communication Skills,External,Completed,2,326.98
2115,Exceeds,2,24-Sep-22,Leadership Development,Internal,Incomplete,5,752.82
2116,Needs Improvement,4,26-Aug-22,Leadership Development,Internal,Completed,2,990.89
2117,Exceeds,2,27-May-23,Customer Service,External,Incomplete,4,531.69
2118,Exceeds,5,21-Apr-23,Leadership Development,Internal,Completed,3,384.28
2119,Exceeds,5,15-Jul-23,Technical Skills,External,Passed,5,803.08
2120,Needs Improvement,2,22-May-23,Project Management,External,Incomplete,1,131.78
2121,Exceeds,5,31-Dec-22,Project Management,Internal,Passed,2,459.39
2122,Needs Improvement,5,02-Jan-23,Technical Skills,External,Passed,1,949.46
2123,Exceeds,2,23-Sep-22,Project Management,External,Failed,4,169.71
2124,Exceeds,2,26-Apr-23,Leadership Development,Internal,Completed,2,238.23
2125,Exceeds,4,19-Aug-22,Communication Skills,External,Incomplete,2,486.63
2126,PIP,1,24-Jan-23,Communication Skills,External,Failed,2,692.5
2127,Needs Improvement,4,03-Apr-23,Leadership Development,Internal,Passed,5,119.71
2128,Needs Improvement,2,22-Dec-22,Project Management,External,Passed,2,168.47
2129,Needs Improvement,2,03-Mar-23,Communication Skills,External,Incomplete,4,951.82
2130,Needs Improvement,1,21-Nov-22,Project Management,Internal,Completed,4,444.22
2131,Needs Improvement,4,21-Jan-23,Project Management,Internal,Passed,5,591.83
2132,Needs Improvement,2,15-Sep-22,Communication Skills,Internal,Passed,5,936.77
2133,PIP,1,16-Mar-23,Technical Skills,External,Passed,4,797.13
2134,Exceeds,2,20-Oct-22,Technical Skills,Internal,Completed,1,420.72
2135,Exceeds,2,21-Nov-22,Technical Skills,Internal,Completed,5,218.13
2136,Exceeds,1,28-Nov-22,Communication Skills,Internal,Incomplete,1,659.25
2138,Exceeds,2,17-Aug-22,Project Management,Internal,Completed,3,282.21
2139,Exceeds,2,21-May-23,Technical Skills,Internal,Passed,2,935.49
2140,Exceeds,2,27-Apr-23,Project Management,External,Completed,3,264.84
2141,Exceeds,2,07-Jun-23,Customer Service,Internal,Completed,1,619.72
2142,Exceeds,2,11-Jan-23,Leadership Development,Internal,Failed,3,248.83
2144,Exceeds,2,26-Jan-23,Communication Skills,Internal,Completed,4,474.09
2145,Exceeds,1,05-Dec-22,Project Management,External,Failed,4,251.83
2146,Exceeds,2,09-Mar-23,Leadership Development,External,Completed,1,386.89
2147,Exceeds,4,25-Jan-23,Technical Skills,External,Passed,3,535.19
2148,Exceeds,5,16-Apr-23,Communication Skills,Internal,Passed,1,409.66
2149,Exceeds,5,08-May-23,Technical Skills,Internal,Failed,2,747.63
2150,Exceeds,5,03-Aug-23,Project Management,External,Incomplete,3,794.12
2151,Exceeds,1,10-Mar-23,Leadership Development,External,Failed,3,845.94
2152,Exceeds,2,15-Oct-22,Communication Skills,External,Completed,4,606.89
2153,Exceeds,4,24-Feb-23,Customer Service,Internal,Completed,2,190.07
2154,Exceeds,4,11-Mar-23,Project Management,External,Failed,4,795.38
2155,Exceeds,4,21-Mar-23,Customer Service,Internal,Passed,1,972.82
2156,Exceeds,3,19-Jan-23,Customer Service,Internal,Failed,2,763.44
2157,Exceeds,4,02-Oct-22,Leadership Development,Internal,Incomplete,1,152.69
2158,Exceeds,3,06-Apr-23,Communication Skills,External,Failed,1,989.3
2159,Exceeds,5,24-Jan-23,Customer Service,External,Completed,3,833.52
2160,Exceeds,3,16-Jun-23,Customer Service,Internal,Completed,5,329.65
2161,Exceeds,3,29-Sep-22,Communication Skills,Internal,Completed,1,443.04
2162,Exceeds,3,03-Jun-23,Project Management,External,Incomplete,5,136.81
2163,Exceeds,1,19-Jan-23,Communication Skills,Internal,Failed,3,665.2
2164,Exceeds,3,11-Jun-23,Technical Skills,Internal,Incomplete,2,978.55
2165,Exceeds,3,23-Jul-23,Project Management,External,Failed,4,652.57
2166,Exceeds,3,02-Oct-22,Technical Skills,External,Passed,2,953.59
2168,Exceeds,3,01-Aug-23,Customer Service,Internal,Incomplete,2,851.51
2169,Exceeds,3,17-Mar-23,Customer Service,External,Failed,1,200.13
2170,Exceeds,3,14-Mar-23,Leadership Development,External,Completed,2,347.4
2171,Exceeds,3,19-Jun-23,Communication Skills,External,Passed,3,243.07
2172,Exceeds,3,23-Jun-23,Project Management,External,Incomplete,2,198.08
2173,Exceeds,3,18-Apr-23,Technical Skills,External,Completed,5,372.55
2174,Exceeds,3,13-Nov-22,Technical Skills,External,Incomplete,2,446.22
2175,Exceeds,2,22-Feb-23,Communication Skills,External,Completed,2,512.6
2176,Exceeds,2,19-Apr-23,Communication Skills,External,Completed,5,357.52
2177,PIP,4,07-Jul-23,Customer Service,External,Passed,4,616.66
2178,PIP,4,08-May-23,Communication Skills,Internal,Completed,5,368.55
2179,PIP,4,08-Sep-22,Leadership Development,External,Passed,4,937.57
2180,PIP,5,05-Feb-23,Technical Skills,External,Incomplete,4,706.08
2181,PIP,5,28-Jun-23,Communication Skills,Internal,Incomplete,2,542.94
2182,Exceeds,4,22-Jul-23,Communication Skills,External,Completed,2,105.18
2183,Exceeds,5,23-Apr-23,Communication Skills,External,Completed,3,287.3
2184,Exceeds,2,25-Sep-22,Communication Skills,External,Failed,3,661.36
2185,Exceeds,5,01-Aug-23,Customer Service,Internal,Incomplete,5,220.95
2186,Exceeds,1,21-Sep-22,Leadership Development,External,Failed,5,747.61
2187,Exceeds,5,07-Jun-23,Communication Skills,Internal,Completed,1,575.77
2188,Exceeds,2,17-Jun-23,Leadership Development,Internal,Incomplete,2,754.8
2189,Needs Improvement,5,28-Nov-22,Customer Service,External,Passed,2,585.65
2190,Needs Improvement,5,29-Apr-23,Technical Skills,Internal,Completed,2,623.98
2191,Needs Improvement,5,13-May-23,Communication Skills,Internal,Failed,3,774.02
2192,Needs Improvement,1,02-Oct-22,Leadership Development,External,Completed,4,866.14
2193,Needs Improvement,4,16-Jul-23,Technical Skills,External,Incomplete,2,704.42
2194,Needs Improvement,2,08-Mar-23,Customer Service,External,Incomplete,5,164.41
2195,Needs Improvement,2,08-May-23,Project Management,External,Failed,3,559.87
2196,Needs Improvement,5,10-Dec-22,Technical Skills,External,Completed,2,572.11
2197,Needs Improvement,4,17-Mar-23,Technical Skills,External,Passed,2,724.83
2198,Exceeds,1,14-Aug-22,Leadership Development,Internal,Failed,5,198.35
2199,Exceeds,4,19-Jun-23,Project Management,External,Passed,3,142.7
2200,Exceeds,4,29-Mar-23,Project Management,External,Incomplete,2,910.99
2201,Exceeds,2,15-Mar-23,Leadership Development,Internal,Completed,4,863.83
2202,Exceeds,4,08-Sep-22,Customer Service,Internal,Completed,4,606.57
2203,Exceeds,1,14-Dec-22,Technical Skills,External,Incomplete,2,333.27
2204,Needs Improvement,2,27-Nov-22,Customer Service,Internal,Passed,3,284.05
2205,Needs Improvement,4,23-Jun-23,Leadership Development,Internal,Incomplete,1,271.69
2206,Needs Improvement,5,16-Sep-22,Technical Skills,Internal,Completed,3,274.22
2207,Needs Improvement,5,26-Jun-23,Project Management,External,Incomplete,1,448.93
2208,Needs Improvement,5,02-Sep-22,Technical Skills,Internal,Incomplete,3,907.13
2209,Needs Improvement,5,02-Nov-22,Technical Skills,External,Completed,3,545.69
2210,Exceeds,4,17-Jul-23,Technical Skills,Internal,Completed,5,220.14
2211,Exceeds,5,21-Nov-22,Leadership Development,External,Completed,3,906.62
2212,Exceeds,1,19-Jul-23,Technical Skills,Internal,Incomplete,1,160.81
2213,Exceeds,5,09-Apr-23,Technical Skills,Internal,Passed,1,196.03
2214,Exceeds,4,16-Mar-23,Leadership Development,Internal,Passed,4,973.62
2215,Exceeds,1,30-Sep-22,Customer Service,External,Failed,3,227.0
2216,Exceeds,1,25-Dec-22,Customer Service,External,Incomplete,4,587.29
2217,Exceeds,4,23-Mar-23,Communication Skills,External,Failed,1,315.39
2218,Exceeds,4,27-Dec-22,Technical Skills,Internal,Incomplete,5,222.99
2219,Exceeds,5,03-Jan-23,Technical Skills,External,Failed,5,401.35
2220,Exceeds,4,02-Jun-23,Leadership Development,External,Completed,4,938.01
2221,Exceeds,4,07-Aug-22,Technical Skills,Internal,Incomplete,1,737.04
2222,Exceeds,4,04-Jun-23,Project Management,External,Failed,3,303.01
2223,Exceeds,2,07-Apr-23,Communication Skills,External,Completed,2,905.55
2224,Exceeds,4,23-Sep-22,Customer Service,Internal,Failed,2,914.52
2225,Exceeds,2,09-Dec-22,Project Management,External,Passed,3,789.98
2226,Exceeds,1,10-Sep-22,Project Management,Internal,Completed,3,125.06
2227,Needs Improvement,5,28-Apr-23,Project Management,Internal,Passed,2,894.09
2228,PIP,4,21-Feb-23,Technical Skills,External,Passed,3,713.03
2229,PIP,4,28-Jan-23,Communication Skills,Internal,Incomplete,5,897.51
2230,Fully Meets,2,03-Aug-23,Project Management,External,Passed,3,634.34
2231,Fully Meets,2,20-Apr-23,Technical Skills,Internal,Failed,3,352.54
2232,Fully Meets,5,23-Mar-23,Customer Service,External,Completed,4,128.25
2233,Fully Meets,1,13-Jun-23,Customer Service,Internal,Passed,1,893.71
2234,Fully Meets,2,04-Feb-23,Communication Skills,External,Completed,3,693.52
2235,Fully Meets,1,09-Mar-23,Customer Service,Internal,Failed,1,162.62
2236,Fully Meets,1,13-Jul-23,Customer Service,External,Passed,2,144.74
2237,Fully Meets,2,10-May-23,Leadership Development,External,Completed,3,240.77
2238,Fully Meets,2,14-Apr-23,Communication Skills,External,Completed,5,905.56
2239,Fully Meets,5,11-Apr-23,Technical Skills,Internal,Passed,4,273.84
2240,Fully Meets,2,17-Mar-23,Communication Skills,Internal,Incomplete,4,980.41
2241,Fully Meets,2,26-Jan-23,Communication Skills,External,Failed,5,834.95
2242,Fully Meets,4,17-Dec-22,Project Management,External,Failed,1,627.11
2243,Fully Meets,4,30-Dec-22,Leadership Development,External,Passed,4,242.22
2244,Fully Meets,4,14-Dec-22,Leadership Development,Internal,Passed,2,804.01
2245,Fully Meets,5,04-Apr-23,Project Management,Internal,Incomplete,1,968.2
2246,Fully Meets,4,10-Feb-23,Project Management,Internal,Completed,2,364.36
2247,Fully Meets,2,19-Apr-23,Communication Skills,External,Incomplete,3,803.16
2248,Fully Meets,2,29-Mar-23,Leadership Development,External,Incomplete,2,571.12
2249,Fully Meets,4,06-Jul-23,Customer Service,External,Failed,2,705.36
2250,Fully Meets,5,08-Apr-23,Communication Skills,Internal,Failed,5,565.78
2251,Fully Meets,2,19-Nov-22,Technical Skills,External,Incomplete,5,593.14
2252,Fully Meets,4,10-Dec-22,Communication Skills,Internal,Completed,1,648.23
2253,Fully Meets,1,07-Jan-23,Communication Skills,External,Incomplete,1,426.97
2254,Fully Meets,2,20-Nov-22,Project Management,Internal,Failed,4,267.76
2255,Fully Meets,2,05-Feb-23,Customer Service,Internal,Completed,1,357.69
2256,Fully Meets,5,13-Jan-23,Leadership Development,Internal,Completed,1,312.42
2257,Fully Meets,2,25-Mar-23,Customer Service,External,Incomplete,2,456.3
2258,Fully Meets,2,03-Jul-23,Technical Skills,Internal,Failed,2,675.95
2259,Fully Meets,1,03-May-23,Communication Skills,External,Failed,3,754.61
2260,Fully Meets,1,23-Aug-22,Customer Service,Internal,Incomplete,2,377.64
2261,Fully Meets,2,04-Jun-23,Project Management,External,Failed,3,647.41
2262,Fully Meets,2,29-May-23,Communication Skills,External,Incomplete,3,122.43
2263,Fully Meets,2,05-Oct-22,Project Management,Internal,Incomplete,5,662.94
2264,Fully Meets,5,06-May-23,Communication Skills,External,Failed,3,465.3
2265,Fully Meets,1,23-Nov-22,Customer Service,Internal,Failed,4,680.88
2266,Fully Meets,5,23-Oct-22,Leadership Development,External,Completed,5,898.01
2267,Fully Meets,4,11-Nov-22,Technical Skills,Internal,Passed,1,518.79
2268,Fully Meets,2,26-Nov-22,Communication Skills,Internal,Failed,2,677.84
2269,Fully Meets,1,09-Dec-22,Technical Skills,Internal,Incomplete,1,109.33
2270,Fully Meets,4,11-May-23,Technical Skills,Internal,Passed,2,781.35
